gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,Churn
Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,2157.95,1,closed,route_f,type_4,group_n,A12,0.010622309292842828,route_c,type_1,0.6918989434866986,Yes
Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.3,1219.85,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_1,0.8051017696715993,No
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.3,2414.55,0,pending,route_c,type_1,group_n,A12,0.0017156230245606383,route_f,type_1,0.0,No
Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.5,1155.6,0,pending,route_c,type_1,group_x,B07,0.0,route_f,type_1,0.09599619647888755,No
Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,1,closed,route_f,type_4,group_x,B07,0.869816006547103,route_c,type_4,0.8987565511252134,Yes
Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1809.35,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_1,0.7793141419576765,No
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,1564.4,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,0.06977019659918801,No
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,0,pending,route_c,type_1,group_x,A12,0.06294411078756197,route_c,type_4,0.0,No
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,1,closed,route_f,type_1,group_n,B07,1.0,route_f,type_4,0.6700359175046017,Yes
Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.55,84.4,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.8340777326742662,No
Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.1,864.85,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.08002477075456566,No
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,228.75,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,No
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5,7752.05,0,pending,route_c,type_1,group_n,A12,0.00018251102139783741,route_f,type_1,1.0,No
Female,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.8,1951.0,1,closed,route_f,type_4,group_x,A12,0.9995676995041952,route_f,type_4,0.15185445323198027,Yes
Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0954382150465427,No
Male,1,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.35,4060.9,0,pending,route_c,type_1,group_n,A12,0.9515663621811912,route_c,type_1,0.3500259815573777,No
Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95,384.5,1,closed,route_f,type_4,group_x,B07,0.9619386221245488,route_f,type_1,0.033155399748244524,Yes
Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,1,closed,route_f,type_4,group_x,A12,0.6799894354040643,route_f,type_4,1.0,Yes
Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,108.65,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.12645285988334565,No
Male,1,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.55,3952.65,0,pending,route_c,type_1,group_x,A12,0.10363237315206117,route_f,type_1,0.9205892811715921,No
Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,463.05,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_4,0.805521763515427,Yes
Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,494.05,0,pending,route_c,type_1,group_n,A12,0.155876889297326,route_c,type_1,0.03282238609075676,No
Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.05,3416.85,0,pending,route_c,type_1,group_n,A12,0.011935622568430554,route_c,type_4,0.7370523359768311,No
Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,1498.65,0,pending,route_c,type_1,group_n,B07,0.0,route_f,type_1,0.0,No
Female,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,1,closed,route_f,type_1,group_x,B07,0.9274313925215238,route_f,type_4,0.9704210688506226,Yes
Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.238973358628995,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,71.35,1,closed,route_f,type_4,group_n,B07,0.8133017962015855,route_f,type_4,0.0,Yes
Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,471.35,0,pending,route_c,type_4,group_n,A12,0.8751746898747319,route_c,type_1,0.0894914943053531,No
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.3,1041.8,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.8032195054001017,No
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.2,7689.8,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,No
Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.4,1132.35,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_4,1.0,Yes
Female,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,1815.0,0,pending,route_c,type_1,group_x,A12,0.08070282139306212,route_c,type_1,0.8319646187393854,No
Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,1311.3,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.02914652403413332,No
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,199.45,0,pending,route_c,type_1,group_x,A12,0.05057438922184694,route_c,type_4,1.0,No
Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.3,1637.3,0,pending,route_c,type_1,group_x,A12,0.04053222224052586,route_c,type_4,0.850406917456605,No
Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1326.35,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,No
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.4,6376.55,0,closed,route_c,type_1,group_n,A12,1.0,route_f,type_1,0.045808747366651144,No
Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,935.9,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.7841992269226186,No
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,No
Male,0,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.25,1611.15,0,pending,route_c,type_1,group_n,A12,0.02137291837671141,route_c,type_4,1.0,No
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.7927130797259297,Yes
Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.9,6989.7,0,pending,route_c,type_1,group_n,A12,0.9599997583250138,route_c,type_1,0.7020786726578372,No
Male,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.1,2779.5,0,pending,route_c,type_1,group_n,B07,0.16492116148147123,route_c,type_1,0.20763745270134537,No
Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,1931.75,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,Yes
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.5,8331.95,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,735.9,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.28029006139892354,No
Male,1,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,55.8,2283.3,0,pending,route_c,type_1,group_n,A12,0.019693616984081452,route_c,type_1,1.0,No
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.2,1445.2,0,pending,route_c,type_1,group_n,A12,0.010667225476064949,route_c,type_4,0.14437955683955184,No
Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.0,818.05,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,Yes
Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.8,2333.05,0,pending,route_c,type_1,group_n,A12,0.1106100160747846,route_c,type_1,0.13750809024210095,No
Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,0,pending,route_c,type_1,group_x,A12,0.7922850013741061,route_c,type_1,0.1761844086713116,No
Female,1,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.5,5890.0,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Female,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,916.75,1,pending,route_f,type_1,group_x,B07,0.8353167482233671,route_c,type_1,0.9762364352636947,Yes
Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1029.8,0,pending,route_c,type_4,group_n,A12,0.19326367264148722,route_f,type_4,0.7349543486306658,No
Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,1796.55,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.8170801548435477,No
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.9,33.7,0,pending,route_c,type_1,group_n,A12,0.02677677549058055,route_c,type_1,0.06501203303865793,No
Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.05,454.05,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Male,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.5,1392.25,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,No
Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1049.6,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.0,No
Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.7,734.6,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.9622170223939839,No
Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,475.1,0,pending,route_c,type_1,group_n,A12,0.07533547143846248,route_c,type_1,0.0,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,70.15,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,Yes
Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.55,1540.05,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.13117317108195636,No
Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.4,1978.65,0,pending,route_c,type_1,group_x,B07,0.04151233776900411,route_c,type_1,0.0,No
Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.7,3181.8,0,pending,route_c,type_4,group_n,A12,0.1258470952473668,route_c,type_1,0.0,No
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,229.7,0,pending,route_c,type_1,group_x,A12,1.0,route_f,type_1,1.0,No
Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,93.75,5625.55,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,No
Female,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.55,6581.9,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_4,1.0,Yes
Female,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),60.0,1347.15,0,pending,route_c,type_1,group_n,A12,0.020197560548475588,route_c,type_4,0.0,No
Female,0,Yes,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.8,3808.2,0,pending,route_c,type_1,group_n,A12,0.18510692365576986,route_c,type_4,1.0,No
Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.65,3974.15,0,pending,route_c,type_4,group_n,A12,0.22542661816314902,route_f,type_1,1.0,No
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.0,7661.8,0,pending,route_c,type_1,group_n,B07,0.08544788946587989,route_c,type_1,0.08137643199038831,No
Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),68.1,2479.25,0,pending,route_c,type_1,group_n,A12,0.0070781652002639235,route_f,type_1,0.39194695481712216,No
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,266.6,0,pending,route_c,type_1,group_n,A12,0.9958832823630525,route_c,type_1,0.0,No
Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.95,5601.4,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_4,0.814563631949555,No
Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,0,pending,route_c,type_4,group_n,A12,0.02721334720296595,route_c,type_4,0.08060505812037824,No
Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.6,339.9,0,pending,route_c,type_1,group_n,A12,0.9315974243402105,route_c,type_4,0.0,No
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),82.5,4828.05,0,pending,route_c,type_4,group_n,A12,1.0,route_c,type_4,0.026998285099178187,No
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.3,5980.55,0,pending,route_c,type_1,group_n,A12,0.8950679036567747,route_f,type_1,0.07269059244971897,No
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,68.15,4808.7,0,pending,route_c,type_1,group_n,A12,0.17166062130293208,route_c,type_1,0.0,No
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,20.3,0,pending,route_c,type_4,group_x,A12,0.0,route_f,type_1,0.0,No
Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.55,3692.85,1,closed,route_f,type_4,group_x,B07,0.9635148816475303,route_f,type_4,0.1459995162860102,Yes
Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.2,1068.15,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.2,2383.6,0,pending,route_c,type_1,group_n,A12,0.030304771792548035,route_c,type_1,0.0,No
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,1,closed,route_f,type_4,group_n,A12,0.951726637685459,route_f,type_1,0.0,Yes
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.3,89.3,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.983198304281015,Yes
Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.8,1438.05,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.15839844049203383,No
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,917.45,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,1.0,No
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,6096.45,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.048288000727182985,No
Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.55,3078.1,1,closed,route_f,type_4,group_x,B07,0.0,route_c,type_4,1.0,Yes
Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,99.95,0,pending,route_c,type_1,group_x,B07,0.09597452025287463,route_c,type_1,0.0,No
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,475.2,0,pending,route_c,type_1,group_n,B07,0.11997994814307367,route_c,type_4,0.0,No
Female,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,2036.55,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.7284039559939189,No
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,1.0,No
Female,1,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.3,1426.75,1,closed,route_f,type_4,group_x,B07,0.8588151770676418,route_f,type_4,1.0,Yes
Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,767.55,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.0,No
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,7932.5,0,pending,route_c,type_1,group_x,A12,0.12746371681088936,route_c,type_1,0.14874624610493395,No
Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65,0,pending,route_c,type_4,group_n,A12,0.022713708008945552,route_c,type_1,0.9486104373895253,No
Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.0,2768.65,0,pending,route_c,type_1,group_n,B07,0.07289338198557456,route_f,type_1,0.892235844737128,No
Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,0,pending,route_c,type_1,group_n,A12,0.09896228030645274,route_f,type_1,1.0,No
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,474.8,1,closed,route_f,type_1,group_x,B07,0.9222531018811224,route_f,type_4,1.0,Yes
Female,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,446.1,1,closed,route_f,type_4,group_x,B07,0.8302745767147116,route_f,type_4,0.0,Yes
Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,0,pending,route_c,type_1,group_x,A12,0.9221735752990676,route_c,type_4,0.050038642345119844,No
Male,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,2425.4,0,pending,route_c,type_1,group_n,A12,0.10883059201972681,route_f,type_1,0.9234578536880679,No
Female,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,2077.95,0,pending,route_c,type_1,group_n,A12,0.07988038222162022,route_f,type_1,0.0,No
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.3,416.3,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,Yes
Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1663.5,0,pending,route_c,type_4,group_n,A12,0.12572675745922854,route_c,type_1,1.0,No
Male,1,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,0,pending,route_c,type_4,group_n,B07,0.0192975408692629,route_f,type_4,1.0,No
Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,35.85,1,closed,route_f,type_4,group_x,B07,0.9560303860428682,route_c,type_4,0.12119075308496553,Yes
Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.8,1094.35,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.4,7719.5,0,pending,route_c,type_1,group_x,A12,0.16844846753500725,route_c,type_1,0.0,No
Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.937045359643861,No
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.45,1451.6,1,closed,route_f,type_4,group_x,B07,0.0,route_c,type_4,0.7415205662376123,Yes
Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.9,4932.5,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,No
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,1,closed,route_f,type_4,group_x,B07,0.19858391695111394,route_f,type_4,1.0,Yes
Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.8,5443.65,0,pending,route_c,type_1,group_n,A12,0.13152590950496304,route_f,type_4,0.06848817837163396,No
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.6,330.25,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.9116938138238202,No
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,746.5,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,Yes
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,122.7,0,pending,route_c,type_1,group_n,A12,0.1625891930859853,route_c,type_1,0.28651141251190754,No
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,44.4,1,closed,route_f,type_4,group_x,B07,0.046034188378854764,route_f,type_4,0.08504030895038016,Yes
Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.1,6631.85,0,pending,route_c,type_1,group_n,A12,0.015996111799619336,route_c,type_1,0.07811027935383108,No
