checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,class
0<=X<200,18,existing paid,business,1941,>=1000,1<=X<4,4,male single,none,2,life insurance,35,none,own,1,unskilled resident,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.14822164268570226,good
no checking,22,existing paid,radio/tv,2675,500<=X<1000,>=7,3,male single,none,4,car,40,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9304535976711796,route_f,type_1,0.295369911577646,good
no checking,48,critical/other existing credit,used car,2751,no known savings,>=7,4,male single,none,3,car,38,none,own,2,skilled,2,yes,yes,1,closed,route_f,type_1,group_x,B07,0.7952901687074624,route_f,type_4,0.0,good
0<=X<200,48,delayed previously,education,6224,<100,>=7,4,male single,none,4,no known property,50,none,for free,1,skilled,1,none,yes,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.0,bad
<0,40,critical/other existing credit,education,5998,<100,1<=X<4,4,male single,none,3,no known property,27,bank,own,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.17579763456026,route_c,type_4,0.09650062762082987,bad
0<=X<200,21,existing paid,business,1188,<100,>=7,2,female div/dep/mar,none,4,life insurance,39,none,own,1,skilled,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.11025751139306805,route_c,type_1,0.0,bad
no checking,24,existing paid,used car,6313,no known savings,>=7,3,male single,none,4,car,41,none,own,1,high qualif/self emp/mgmt,2,yes,yes,1,closed,route_f,type_4,group_n,B07,0.9662104260225683,route_f,type_4,0.0,good
no checking,6,critical/other existing credit,furniture/equipment,1221,no known savings,1<=X<4,1,male mar/wid,none,2,life insurance,27,none,own,2,skilled,1,none,yes,1,closed,route_f,type_1,group_x,A12,1.0,route_f,type_1,1.0,good
>=200,24,existing paid,furniture/equipment,2892,<100,>=7,3,male div/sep,none,4,no known property,51,none,for free,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_4,0.0,good
no checking,24,existing paid,furniture/equipment,3062,500<=X<1000,>=7,4,male single,none,3,no known property,32,none,rent,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9646769093184147,route_c,type_1,0.003735837190842383,good
no checking,9,existing paid,furniture/equipment,2301,100<=X<500,<1,2,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9780169441991069,route_f,type_1,0.8764496791958667,good
<0,18,existing paid,used car,7511,no known savings,>=7,1,male single,none,4,life insurance,51,none,for free,1,skilled,2,yes,yes,1,pending,route_c,type_1,group_n,A12,0.04363459948277003,route_c,type_4,0.2585428500198823,bad
no checking,12,critical/other existing credit,furniture/equipment,1258,<100,<1,2,female div/dep/mar,none,4,life insurance,22,none,rent,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8897749791695444,route_f,type_4,0.1727681720525129,good
no checking,24,delayed previously,new car,717,no known savings,>=7,4,male mar/wid,none,4,car,54,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.9512502429163756,good
0<=X<200,9,existing paid,new car,1549,no known savings,<1,4,male single,none,2,real estate,35,none,own,1,unemp/unskilled non res,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.7610707836355427,good
no checking,24,critical/other existing credit,education,1597,<100,>=7,4,male single,none,4,no known property,54,none,for free,2,skilled,2,none,yes,1,closed,route_f,type_1,group_x,B07,0.7764769733843685,route_f,type_4,0.0,good
0<=X<200,18,critical/other existing credit,radio/tv,1795,<100,>=7,3,female div/dep/mar,guarantor,4,real estate,48,bank,rent,2,unskilled resident,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9749150572597536,route_f,type_4,0.115455921739817,good
<0,20,critical/other existing credit,furniture/equipment,4272,<100,>=7,1,female div/dep/mar,none,4,life insurance,24,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_n,B07,0.9598450554390463,route_f,type_4,1.0,good
no checking,12,critical/other existing credit,radio/tv,976,no known savings,>=7,4,male single,none,4,car,35,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.02209235400152737,good
0<=X<200,12,existing paid,new car,7472,no known savings,unemployed,1,female div/dep/mar,none,2,real estate,24,none,rent,1,unemp/unskilled non res,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.755604148320038,route_f,type_1,1.0,good
<0,36,existing paid,new car,9271,<100,4<=X<7,2,male single,none,1,car,24,none,own,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.15365623687837732,bad
0<=X<200,6,existing paid,radio/tv,590,<100,<1,3,male mar/wid,none,3,real estate,26,none,own,1,unskilled resident,1,none,no,1,closed,route_f,type_4,group_x,B07,0.9361675092241922,route_f,type_4,0.9915235111768286,good
no checking,12,critical/other existing credit,radio/tv,930,no known savings,>=7,4,male single,none,4,real estate,65,none,own,4,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,good
0<=X<200,42,all paid,used car,9283,<100,unemployed,1,male single,none,2,no known property,55,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,A12,0.9942300795591518,route_f,type_4,0.8001488604316176,good
0<=X<200,15,no credits/all paid,new car,1778,<100,<1,2,female div/dep/mar,none,1,real estate,26,none,rent,2,unemp/unskilled non res,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.23798254054893897,route_f,type_1,0.5171547823375034,bad
0<=X<200,8,existing paid,business,907,<100,<1,3,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,yes,yes,0,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.0,good
0<=X<200,6,existing paid,radio/tv,484,<100,4<=X<7,3,male mar/wid,guarantor,3,real estate,28,bank,own,1,unskilled resident,1,none,yes,0,closed,route_f,type_1,group_x,A12,0.9456454532698887,route_c,type_4,0.04122758409650541,good
<0,36,critical/other existing credit,used car,9629,<100,4<=X<7,4,male single,none,4,car,24,none,own,2,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.03175477729406204,route_c,type_1,0.1147092687692077,bad
<0,48,existing paid,domestic appliance,3051,<100,1<=X<4,3,male single,none,4,car,54,none,own,1,skilled,1,none,yes,0,pending,route_c,type_4,group_n,A12,0.9530858827585468,route_c,type_1,0.9168149212388905,bad
<0,48,existing paid,new car,3931,<100,4<=X<7,4,male single,none,4,no known property,46,none,for free,1,skilled,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.11386998198998066,route_f,type_4,1.0,bad
0<=X<200,36,delayed previously,new car,7432,<100,1<=X<4,2,female div/dep/mar,none,2,life insurance,54,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_n,B07,0.8234838029889409,route_f,type_1,0.0,good
no checking,6,existing paid,domestic appliance,1338,500<=X<1000,1<=X<4,1,male div/sep,none,4,real estate,62,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8908602831042983,route_f,type_4,0.8149072862538912,good
no checking,6,critical/other existing credit,radio/tv,1554,<100,4<=X<7,1,female div/dep/mar,none,2,car,24,none,rent,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.08881435867177677,good
<0,36,existing paid,other,15857,<100,unemployed,2,male div/sep,co applicant,3,car,43,none,own,1,high qualif/self emp/mgmt,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.16241272945587978,route_f,type_4,0.666032577752607,good
<0,18,existing paid,radio/tv,1345,<100,1<=X<4,4,male mar/wid,none,3,real estate,26,bank,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.35492345958936433,bad
no checking,12,existing paid,new car,1101,<100,1<=X<4,3,male mar/wid,none,2,real estate,27,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,1.0,good
>=200,12,existing paid,radio/tv,3016,<100,1<=X<4,3,male mar/wid,none,1,car,24,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9814320954832891,route_c,type_1,0.12942227742480872,good
<0,36,existing paid,furniture/equipment,2712,<100,>=7,2,male single,none,2,life insurance,41,bank,own,1,skilled,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
<0,8,critical/other existing credit,new car,731,<100,>=7,4,male single,none,4,real estate,47,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.0,route_f,type_1,0.0,good
no checking,18,critical/other existing credit,furniture/equipment,3780,<100,<1,3,male div/sep,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.797356346280403,route_f,type_4,1.0,good
<0,21,critical/other existing credit,new car,1602,<100,>=7,4,male mar/wid,none,3,car,30,none,own,2,skilled,1,yes,yes,0,closed,route_f,type_4,group_x,B07,0.9973891066004843,route_f,type_4,1.0,good
<0,18,critical/other existing credit,new car,3966,<100,>=7,1,female div/dep/mar,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.9912685099903228,route_c,type_1,1.0,bad
no checking,18,no credits/all paid,business,4165,<100,1<=X<4,2,male single,none,2,car,36,stores,own,2,skilled,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.08389905759898356,route_c,type_1,0.20998104057581754,bad
<0,36,existing paid,used car,8335,no known savings,>=7,3,male single,none,4,no known property,47,none,for free,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.10630728119312309,bad
0<=X<200,48,delayed previously,business,6681,no known savings,1<=X<4,4,male single,none,4,no known property,38,none,for free,1,skilled,2,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8531846275958823,route_f,type_1,0.8283818178686905,good
no checking,24,delayed previously,business,2375,500<=X<1000,1<=X<4,4,male single,none,2,car,44,none,own,2,skilled,2,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9452660536349317,route_c,type_4,1.0,good
<0,18,existing paid,new car,1216,<100,<1,4,female div/dep/mar,none,3,car,23,none,rent,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.004453363015783992,route_f,type_1,0.0,bad
<0,45,no credits/all paid,business,11816,<100,>=7,2,male single,none,4,car,29,none,rent,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.03057739533157425,route_c,type_4,0.0,bad
0<=X<200,24,existing paid,radio/tv,5084,no known savings,>=7,2,female div/dep/mar,none,4,car,42,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8954356773464063,route_f,type_1,0.7421103115987058,good
>=200,15,existing paid,radio/tv,2327,<100,<1,2,female div/dep/mar,none,3,real estate,25,none,own,1,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.11944168779443515,route_f,type_4,1.0,bad
<0,12,no credits/all paid,new car,1082,<100,1<=X<4,4,male single,none,4,car,48,bank,own,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.0,bad
no checking,12,existing paid,radio/tv,886,no known savings,1<=X<4,4,female div/dep/mar,none,2,car,21,none,own,1,skilled,1,none,yes,1,pending,route_f,type_4,group_n,B07,0.0,route_f,type_4,1.0,good
no checking,4,existing paid,furniture/equipment,601,<100,<1,1,female div/dep/mar,none,3,real estate,23,none,rent,1,unskilled resident,2,none,yes,1,closed,route_f,type_1,group_n,B07,0.9281331249954516,route_c,type_4,0.9968807027472364,good
<0,24,critical/other existing credit,used car,2957,<100,>=7,4,male single,none,4,life insurance,63,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,1.0,route_c,type_4,0.7720424004073595,good
no checking,24,critical/other existing credit,radio/tv,2611,<100,>=7,4,male mar/wid,co applicant,3,real estate,46,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9824044699853627,route_c,type_1,0.8641769915314756,good
<0,36,existing paid,furniture/equipment,5179,<100,4<=X<7,4,male single,none,2,life insurance,29,none,own,1,skilled,1,none,yes,1,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
no checking,21,delayed previously,used car,2993,<100,1<=X<4,3,male single,none,2,real estate,28,stores,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.0,good
no checking,18,existing paid,repairs,1943,<100,<1,4,female div/dep/mar,none,4,real estate,23,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.2839141815432089,route_c,type_1,0.8978974557016789,bad
no checking,24,all paid,business,1559,<100,4<=X<7,4,male single,none,4,car,50,bank,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.7810354425797617,good
no checking,18,existing paid,furniture/equipment,3422,<100,>=7,4,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.11697931484556598,good
0<=X<200,21,existing paid,furniture/equipment,3976,no known savings,4<=X<7,2,male single,none,3,car,35,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.13728032845115962,route_c,type_1,0.13384664045328187,good
no checking,18,existing paid,new car,6761,no known savings,1<=X<4,2,male single,none,4,car,68,none,rent,2,skilled,1,none,yes,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.7380380776654223,bad
no checking,24,existing paid,new car,1249,<100,<1,4,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.9399320677397799,good
<0,9,existing paid,radio/tv,1364,<100,4<=X<7,3,male single,none,4,real estate,59,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_n,A12,0.8300628365642216,route_f,type_4,1.0,good
<0,12,existing paid,radio/tv,709,<100,>=7,4,male single,none,4,real estate,57,stores,own,1,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,bad
<0,20,critical/other existing credit,new car,2235,<100,1<=X<4,4,male mar/wid,guarantor,2,life insurance,33,bank,rent,2,skilled,1,none,no,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,bad
no checking,24,critical/other existing credit,used car,4042,no known savings,4<=X<7,3,male single,none,4,life insurance,43,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9466176106742283,route_c,type_4,1.0,good
no checking,15,critical/other existing credit,radio/tv,1471,<100,1<=X<4,4,male single,none,4,no known property,35,none,for free,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,A12,0.9006389083421054,route_f,type_1,0.22130973046278368,good
<0,18,all paid,new car,1442,<100,4<=X<7,4,male single,none,4,no known property,32,none,for free,2,unskilled resident,2,none,yes,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_4,0.059832035374874776,bad
no checking,36,delayed previously,new car,10875,<100,>=7,2,male single,none,2,car,45,none,own,2,skilled,2,yes,yes,1,closed,route_f,type_4,group_n,A12,0.07052083093010116,route_c,type_4,0.9126626657204406,good
no checking,24,existing paid,new car,1474,100<=X<500,<1,4,male mar/wid,none,3,real estate,33,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9841673218667005,route_f,type_4,0.013519734598259227,good
no checking,10,existing paid,retraining,894,no known savings,4<=X<7,4,female div/dep/mar,none,3,life insurance,40,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.7529705512974114,route_f,type_4,1.0,good
no checking,15,critical/other existing credit,furniture/equipment,3343,<100,1<=X<4,4,male single,none,2,no known property,28,none,for free,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9011390251509506,route_c,type_1,0.0,good
<0,15,existing paid,new car,3959,<100,1<=X<4,3,female div/dep/mar,none,2,life insurance,29,none,own,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.0,bad
no checking,9,existing paid,new car,3577,100<=X<500,1<=X<4,1,male single,guarantor,2,real estate,26,none,rent,1,skilled,2,none,no,1,closed,route_f,type_1,group_x,B07,0.03233797994258423,route_f,type_1,0.25172544303857314,good
no checking,24,critical/other existing credit,used car,5804,>=1000,1<=X<4,4,male single,none,2,real estate,27,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.0,good
no checking,18,delayed previously,business,2169,<100,1<=X<4,4,male mar/wid,none,2,car,28,none,own,1,skilled,1,yes,yes,0,pending,route_c,type_4,group_n,B07,0.03399263939567687,route_c,type_1,0.0,bad
<0,24,existing paid,radio/tv,2439,<100,<1,4,female div/dep/mar,none,4,real estate,35,none,own,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.8956689178878312,route_f,type_4,0.0,bad
no checking,27,critical/other existing credit,furniture/equipment,4526,>=1000,<1,4,male single,none,2,real estate,32,stores,own,2,unskilled resident,2,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.9544201519557712,good
no checking,10,existing paid,furniture/equipment,2210,<100,1<=X<4,2,male single,none,2,real estate,25,bank,rent,1,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.7658049428988346,bad
no checking,15,existing paid,furniture/equipment,2221,500<=X<1000,1<=X<4,2,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_n,B07,0.8491851279080915,route_c,type_4,0.6219737557781408,good
<0,18,existing paid,radio/tv,2389,<100,<1,4,female div/dep/mar,none,1,car,27,stores,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.8642049879877519,good
no checking,12,critical/other existing credit,furniture/equipment,3331,<100,>=7,2,male single,none,4,life insurance,42,stores,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.10838867736839979,route_f,type_1,0.9278285260991337,good
no checking,36,existing paid,business,7409,no known savings,>=7,3,male single,none,2,life insurance,37,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_c,type_4,0.0,good
<0,12,existing paid,furniture/equipment,652,<100,>=7,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9193938104956996,route_f,type_4,0.03583799722730946,good
no checking,36,delayed previously,furniture/equipment,7678,500<=X<1000,4<=X<7,2,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.23547840142155882,good
>=200,6,critical/other existing credit,new car,1343,<100,>=7,1,male single,none,4,real estate,46,none,own,2,skilled,2,none,no,1,closed,route_f,type_4,group_x,B07,0.934600351699031,route_f,type_1,1.0,good
<0,24,critical/other existing credit,business,1382,100<=X<500,4<=X<7,4,male single,none,1,real estate,26,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_1,group_x,A12,1.0,route_c,type_4,0.9743461552353595,good
no checking,15,existing paid,domestic appliance,874,no known savings,<1,4,female div/dep/mar,none,1,real estate,24,none,own,1,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.9323040723159155,route_f,type_4,0.6273166314544577,good
<0,12,existing paid,furniture/equipment,3590,<100,1<=X<4,2,male single,co applicant,2,life insurance,29,none,own,1,unskilled resident,2,none,yes,1,closed,route_f,type_4,group_x,B07,0.9703223633036854,route_c,type_4,1.0,good
0<=X<200,11,critical/other existing credit,new car,1322,>=1000,1<=X<4,4,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.6791939338959323,route_c,type_4,0.029644414235573017,good
<0,18,all paid,radio/tv,1940,<100,<1,3,male single,co applicant,4,no known property,36,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_1,group_x,B07,0.0,route_c,type_4,1.0,good
no checking,36,existing paid,radio/tv,3595,<100,>=7,4,male single,none,2,car,28,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.392060817061259,good
<0,9,existing paid,new car,1422,<100,<1,3,male single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_1,0.8329756450200427,bad
no checking,30,critical/other existing credit,radio/tv,6742,no known savings,4<=X<7,2,male single,none,3,life insurance,36,none,own,2,skilled,1,none,yes,1,closed,route_c,type_4,group_x,B07,0.23269491902128098,route_c,type_1,0.0,good
no checking,24,existing paid,used car,7814,<100,4<=X<7,3,male single,none,3,car,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_n,B07,0.0,route_f,type_1,0.0,good
no checking,24,existing paid,used car,9277,no known savings,1<=X<4,2,male div/sep,none,4,no known property,48,none,for free,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9253254860837299,route_f,type_4,1.0,good
0<=X<200,30,critical/other existing credit,new car,2181,no known savings,>=7,4,male single,none,4,real estate,36,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8801043791768745,route_c,type_4,1.0,good
no checking,18,critical/other existing credit,radio/tv,1098,<100,unemployed,4,female div/dep/mar,none,4,car,65,none,own,2,unemp/unskilled non res,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9252995502831001,route_f,type_4,0.0,good
0<=X<200,24,existing paid,furniture/equipment,4057,<100,4<=X<7,3,male div/sep,none,3,car,43,none,own,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.13666223083964343,route_f,type_1,0.7125072299067728,bad
<0,12,existing paid,education,795,<100,<1,4,female div/dep/mar,none,4,life insurance,53,none,own,1,skilled,1,none,yes,0,pending,route_c,type_4,group_n,B07,0.1958392127483227,route_c,type_1,0.0,bad
0<=X<200,24,critical/other existing credit,business,2825,no known savings,4<=X<7,4,male single,none,3,no known property,34,none,own,2,skilled,2,yes,yes,1,closed,route_f,type_4,group_n,B07,0.9071449790532402,route_f,type_4,0.0,good
0<=X<200,48,existing paid,business,15672,<100,1<=X<4,2,male single,none,2,car,23,none,own,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.10542826719654137,bad
no checking,36,critical/other existing credit,new car,6614,<100,>=7,4,male single,none,4,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8466804540613062,route_c,type_4,0.9166860550531806,good
no checking,28,all paid,used car,7824,no known savings,<1,3,male single,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_1,0.8730086284228283,good
<0,27,critical/other existing credit,business,2442,<100,>=7,4,male single,none,4,car,43,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_4,0.8464490284080912,good
no checking,15,critical/other existing credit,radio/tv,1829,<100,>=7,4,male single,none,4,car,46,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9859574115014857,route_f,type_4,1.0,good
<0,12,critical/other existing credit,new car,2171,<100,1<=X<4,4,male single,none,4,life insurance,38,bank,own,2,unskilled resident,1,none,no,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_1,1.0,good
0<=X<200,36,critical/other existing credit,used car,5800,<100,1<=X<4,3,male single,none,4,car,34,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8268672100770467,route_f,type_1,1.0,good
no checking,18,critical/other existing credit,radio/tv,1169,no known savings,1<=X<4,4,male single,none,3,life insurance,29,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_c,type_1,1.0,good
no checking,36,delayed previously,used car,8947,no known savings,4<=X<7,3,male single,none,2,car,31,stores,own,1,high qualif/self emp/mgmt,2,yes,yes,1,closed,route_f,type_4,group_x,B07,0.0727872741941611,route_f,type_4,0.9853804038391669,good
<0,21,existing paid,radio/tv,2606,<100,<1,4,female div/dep/mar,none,4,life insurance,28,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,A12,0.7262358133346978,route_c,type_4,0.7907910568497367,good
no checking,12,critical/other existing credit,furniture/equipment,1592,>=1000,4<=X<7,3,female div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,none,no,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_1,0.8520980243369194,good
no checking,15,existing paid,furniture/equipment,2186,no known savings,4<=X<7,1,female div/dep/mar,none,4,real estate,33,bank,rent,1,unskilled resident,1,none,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_4,0.0,good
<0,18,existing paid,furniture/equipment,4153,<100,1<=X<4,2,male single,co applicant,3,car,42,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.41820203571288517,bad
<0,16,critical/other existing credit,new car,2625,<100,>=7,2,male single,guarantor,4,life insurance,43,bank,rent,1,skilled,1,yes,yes,0,pending,route_c,type_4,group_n,A12,0.19737704702975767,route_c,type_1,0.0,bad
no checking,20,critical/other existing credit,new car,3485,no known savings,<1,2,male div/sep,none,4,real estate,44,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_c,type_4,0.9151572580783297,good
no checking,36,critical/other existing credit,used car,10477,no known savings,>=7,2,male single,none,4,no known property,42,none,for free,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,0.8563329528893151,route_c,type_1,1.0,good
no checking,15,existing paid,radio/tv,1386,no known savings,1<=X<4,4,male mar/wid,none,2,real estate,40,none,rent,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9612210536308791,route_f,type_1,0.0,good
no checking,24,existing paid,radio/tv,1278,<100,>=7,4,male single,none,1,real estate,36,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9829480133928269,route_f,type_4,0.21747883214114186,good
<0,12,existing paid,radio/tv,1107,<100,1<=X<4,2,male single,none,2,real estate,20,none,rent,1,high qualif/self emp/mgmt,2,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8737922172276104,route_f,type_4,0.9375291690731695,good
<0,21,existing paid,new car,3763,no known savings,4<=X<7,2,male single,co applicant,2,real estate,24,none,own,1,unskilled resident,1,none,no,1,closed,route_f,type_4,group_x,B07,0.8714924869775502,route_f,type_1,0.9525053666720016,good
0<=X<200,36,existing paid,education,3711,no known savings,1<=X<4,2,male mar/wid,none,2,car,27,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_4,1.0,good
no checking,15,delayed previously,used car,3594,<100,<1,1,female div/dep/mar,none,2,life insurance,46,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8704997178906839,route_f,type_4,1.0,good
0<=X<200,9,existing paid,new car,3195,no known savings,1<=X<4,1,female div/dep/mar,none,2,real estate,33,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_1,0.2850184207245364,good
